V4_0,time_codelist,time,geography_codelist,geography,estimate_codelist,estimate,measureofwellbeing_codelist,measureofwellbeing
16.43,year ending,April 2016 - March 2017,W92000004,Wales,fair,Fair,happiness,Happiness
39.6,year ending,April 2016 - March 2017,W92000004,Wales,good,Good,happiness,Happiness
34.96,year ending,April 2016 - March 2017,W92000004,Wales,very-good,Very good,happiness,Happiness
9.11,year ending,April 2016 - March 2017,S92000003,Scotland,poor,Poor,happiness,Happiness
16.69,year ending,April 2016 - March 2017,S92000003,Scotland,fair,Fair,happiness,Happiness
40.03,year ending,April 2016 - March 2017,S92000003,Scotland,good,Good,happiness,Happiness
34.17,year ending,April 2016 - March 2017,S92000003,Scotland,very-good,Very good,happiness,Happiness
7.44,year ending,April 2016 - March 2017,N92000002,Northern Ireland,poor,Poor,happiness,Happiness
14.58,year ending,April 2016 - March 2017,N92000002,Northern Ireland,fair,Fair,happiness,Happiness
39.17,year ending,April 2016 - March 2017,N92000002,Northern Ireland,good,Good,happiness,Happiness
38.81,year ending,April 2016 - March 2017,N92000002,Northern Ireland,very-good,Very good,happiness,Happiness
7.52,year ending,July 2016 - June 2017,E92000001,England,mean-average,Mean Average,happiness,Happiness
7.51,year ending,July 2016 - June 2017,W92000004,Wales,mean-average,Mean Average,happiness,Happiness
7.45,year ending,July 2016 - June 2017,S92000003,Scotland,mean-average,Mean Average,happiness,Happiness
7.64,year ending,July 2016 - June 2017,N92000002,Northern Ireland,mean-average,Mean Average,happiness,Happiness
8.41,year ending,July 2016 - June 2017,E92000001,England,poor,Poor,happiness,Happiness
16.18,year ending,July 2016 - June 2017,E92000001,England,fair,Fair,happiness,Happiness
40.4,year ending,July 2016 - June 2017,E92000001,England,good,Good,happiness,Happiness
35.01,year ending,July 2016 - June 2017,E92000001,England,very-good,Very good,happiness,Happiness
8.85,year ending,July 2016 - June 2017,W92000004,Wales,poor,Poor,happiness,Happiness
15.94,year ending,July 2016 - June 2017,W92000004,Wales,fair,Fair,happiness,Happiness
39.67,year ending,July 2016 - June 2017,W92000004,Wales,good,Good,happiness,Happiness
35.54,year ending,July 2016 - June 2017,W92000004,Wales,very-good,Very good,happiness,Happiness
9.19,year ending,July 2016 - June 2017,S92000003,Scotland,poor,Poor,happiness,Happiness
16.21,year ending,July 2016 - June 2017,S92000003,Scotland,fair,Fair,happiness,Happiness
40.26,year ending,July 2016 - June 2017,S92000003,Scotland,good,Good,happiness,Happiness
34.34,year ending,July 2016 - June 2017,S92000003,Scotland,very-good,Very good,happiness,Happiness
7.87,year ending,July 2016 - June 2017,N92000002,Northern Ireland,poor,Poor,happiness,Happiness
14.65,year ending,July 2016 - June 2017,N92000002,Northern Ireland,fair,Fair,happiness,Happiness
38.86,year ending,July 2016 - June 2017,N92000002,Northern Ireland,good,Good,happiness,Happiness
38.62,year ending,July 2016 - June 2017,N92000002,Northern Ireland,very-good,Very good,happiness,Happiness
7.52,year ending,October 2016 - September 2017,E92000001,England,mean-average,Mean Average,happiness,Happiness
7.49,year ending,October 2016 - September 2017,W92000004,Wales,mean-average,Mean Average,happiness,Happiness
7.48,year ending,October 2016 - September 2017,S92000003,Scotland,mean-average,Mean Average,happiness,Happiness
7.72,year ending,October 2016 - September 2017,N92000002,Northern Ireland,mean-average,Mean Average,happiness,Happiness
8.41,year ending,October 2016 - September 2017,E92000001,England,poor,Poor,happiness,Happiness
16.28,year ending,October 2016 - September 2017,E92000001,England,fair,Fair,happiness,Happiness
40.53,year ending,October 2016 - September 2017,E92000001,England,good,Good,happiness,Happiness
34.79,year ending,October 2016 - September 2017,E92000001,England,very-good,Very good,happiness,Happiness
8.91,year ending,October 2016 - September 2017,W92000004,Wales,poor,Poor,happiness,Happiness
16.39,year ending,October 2016 - September 2017,W92000004,Wales,fair,Fair,happiness,Happiness
39.88,year ending,October 2016 - September 2017,W92000004,Wales,good,Good,happiness,Happiness
34.82,year ending,October 2016 - September 2017,W92000004,Wales,very-good,Very good,happiness,Happiness
8.81,year ending,October 2016 - September 2017,S92000003,Scotland,poor,Poor,happiness,Happiness
16.02,year ending,October 2016 - September 2017,S92000003,Scotland,fair,Fair,happiness,Happiness
40.58,year ending,October 2016 - September 2017,S92000003,Scotland,good,Good,happiness,Happiness
34.58,year ending,October 2016 - September 2017,S92000003,Scotland,very-good,Very good,happiness,Happiness
7.33,year ending,October 2016 - September 2017,N92000002,Northern Ireland,poor,Poor,happiness,Happiness
13.68,year ending,October 2016 - September 2017,N92000002,Northern Ireland,fair,Fair,happiness,Happiness
38.72,year ending,October 2016 - September 2017,N92000002,Northern Ireland,good,Good,happiness,Happiness
40.27,year ending,October 2016 - September 2017,N92000002,Northern Ireland,very-good,Very good,happiness,Happiness
3.14,year ending,April 2011 - March 2012,E92000001,England,mean-average,Mean Average,anxiety,Anxiety
3.11,year ending,April 2011 - March 2012,W92000004,Wales,mean-average,Mean Average,anxiety,Anxiety
3.06,year ending,April 2011 - March 2012,S92000003,Scotland,mean-average,Mean Average,anxiety,Anxiety
3.15,year ending,April 2011 - March 2012,N92000002,Northern Ireland,mean-average,Mean Average,anxiety,Anxiety
36.5,year ending,April 2011 - March 2012,E92000001,England,very-good,Very good,anxiety,Anxiety
23.53,year ending,April 2011 - March 2012,E92000001,England,good,Good,anxiety,Anxiety
18.23,year ending,April 2011 - March 2012,E92000001,England,fair,Fair,anxiety,Anxiety
21.74,year ending,April 2011 - March 2012,E92000001,England,poor,Poor,anxiety,Anxiety
38.5,year ending,April 2011 - March 2012,W92000004,Wales,very-good,Very good,anxiety,Anxiety
21.37,year ending,April 2011 - March 2012,W92000004,Wales,good,Good,anxiety,Anxiety
17.8,year ending,April 2011 - March 2012,W92000004,Wales,fair,Fair,anxiety,Anxiety
22.33,year ending,April 2011 - March 2012,W92000004,Wales,poor,Poor,anxiety,Anxiety
38.41,year ending,April 2011 - March 2012,S92000003,Scotland,very-good,Very good,anxiety,Anxiety
23.19,year ending,April 2011 - March 2012,S92000003,Scotland,good,Good,anxiety,Anxiety
17.13,year ending,April 2011 - March 2012,S92000003,Scotland,fair,Fair,anxiety,Anxiety
21.28,year ending,April 2011 - March 2012,S92000003,Scotland,poor,Poor,anxiety,Anxiety
34.12,year ending,April 2011 - March 2012,N92000002,Northern Ireland,very-good,Very good,anxiety,Anxiety
29.67,year ending,April 2011 - March 2012,N92000002,Northern Ireland,good,Good,anxiety,Anxiety
15.87,year ending,April 2011 - March 2012,N92000002,Northern Ireland,fair,Fair,anxiety,Anxiety
20.34,year ending,April 2011 - March 2012,N92000002,Northern Ireland,poor,Poor,anxiety,Anxiety
3.09,year ending,July 2011 - June 2012,E92000001,England,mean-average,Mean Average,anxiety,Anxiety
3.08,year ending,July 2011 - June 2012,W92000004,Wales,mean-average,Mean Average,anxiety,Anxiety
3.03,year ending,July 2011 - June 2012,S92000003,Scotland,mean-average,Mean Average,anxiety,Anxiety
3.08,year ending,July 2011 - June 2012,N92000002,Northern Ireland,mean-average,Mean Average,anxiety,Anxiety
37.11,year ending,July 2011 - June 2012,E92000001,England,very-good,Very good,anxiety,Anxiety
23.48,year ending,July 2011 - June 2012,E92000001,England,good,Good,anxiety,Anxiety
18.13,year ending,July 2011 - June 2012,E92000001,England,fair,Fair,anxiety,Anxiety
21.28,year ending,July 2011 - June 2012,E92000001,England,poor,Poor,anxiety,Anxiety
38.68,year ending,July 2011 - June 2012,W92000004,Wales,very-good,Very good,anxiety,Anxiety
21.5,year ending,July 2011 - June 2012,W92000004,Wales,good,Good,anxiety,Anxiety
17.98,year ending,July 2011 - June 2012,W92000004,Wales,fair,Fair,anxiety,Anxiety
21.84,year ending,July 2011 - June 2012,W92000004,Wales,poor,Poor,anxiety,Anxiety
38.68,year ending,July 2011 - June 2012,S92000003,Scotland,very-good,Very good,anxiety,Anxiety
23.14,year ending,July 2011 - June 2012,S92000003,Scotland,good,Good,anxiety,Anxiety
17.08,year ending,July 2011 - June 2012,S92000003,Scotland,fair,Fair,anxiety,Anxiety
21.1,year ending,July 2011 - June 2012,S92000003,Scotland,poor,Poor,anxiety,Anxiety
35.61,year ending,July 2011 - June 2012,N92000002,Northern Ireland,very-good,Very good,anxiety,Anxiety
28.02,year ending,July 2011 - June 2012,N92000002,Northern Ireland,good,Good,anxiety,Anxiety
17.12,year ending,July 2011 - June 2012,N92000002,Northern Ireland,fair,Fair,anxiety,Anxiety
19.26,year ending,July 2011 - June 2012,N92000002,Northern Ireland,poor,Poor,anxiety,Anxiety
3.05,year ending,October 2011 - September 2012,E92000001,England,mean-average,Mean Average,anxiety,Anxiety
3.09,year ending,October 2011 - September 2012,W92000004,Wales,mean-average,Mean Average,anxiety,Anxiety
3.0,year ending,October 2011 - September 2012,S92000003,Scotland,mean-average,Mean Average,anxiety,Anxiety
3.07,year ending,October 2011 - September 2012,N92000002,Northern Ireland,mean-average,Mean Average,anxiety,Anxiety
37.57,year ending,October 2011 - September 2012,E92000001,England,very-good,Very good,anxiety,Anxiety
23.5,year ending,October 2011 - September 2012,E92000001,England,good,Good,anxiety,Anxiety
17.93,year ending,October 2011 - September 2012,E92000001,England,fair,Fair,anxiety,Anxiety
21.01,year ending,October 2011 - September 2012,E92000001,England,poor,Poor,anxiety,Anxiety
38.48,year ending,October 2011 - September 2012,W92000004,Wales,very-good,Very good,anxiety,Anxiety
21.5,year ending,October 2011 - September 2012,W92000004,Wales,good,Good,anxiety,Anxiety
18.18,year ending,October 2011 - September 2012,W92000004,Wales,fair,Fair,anxiety,Anxiety
21.84,year ending,October 2011 - September 2012,W92000004,Wales,poor,Poor,anxiety,Anxiety
39.17,year ending,October 2011 - September 2012,S92000003,Scotland,very-good,Very good,anxiety,Anxiety
22.79,year ending,October 2011 - September 2012,S92000003,Scotland,good,Good,anxiety,Anxiety
17.56,year ending,October 2011 - September 2012,S92000003,Scotland,fair,Fair,anxiety,Anxiety
20.48,year ending,October 2011 - September 2012,S92000003,Scotland,poor,Poor,anxiety,Anxiety
36.25,year ending,October 2011 - September 2012,N92000002,Northern Ireland,very-good,Very good,anxiety,Anxiety
27.69,year ending,October 2011 - September 2012,N92000002,Northern Ireland,good,Good,anxiety,Anxiety
16.31,year ending,October 2011 - September 2012,N92000002,Northern Ireland,fair,Fair,anxiety,Anxiety
19.75,year ending,October 2011 - September 2012,N92000002,Northern Ireland,poor,Poor,anxiety,Anxiety
3.04,year ending,January 2012 - December 2012,E92000001,England,mean-average,Mean Average,anxiety,Anxiety
3.03,year ending,January 2012 - December 2012,W92000004,Wales,mean-average,Mean Average,anxiety,Anxiety
2.96,year ending,January 2012 - December 2012,S92000003,Scotland,mean-average,Mean Average,anxiety,Anxiety
3.04,year ending,January 2012 - December 2012,N92000002,Northern Ireland,mean-average,Mean Average,anxiety,Anxiety
37.83,year ending,January 2012 - December 2012,E92000001,England,very-good,Very good,anxiety,Anxiety
23.45,year ending,January 2012 - December 2012,E92000001,England,good,Good,anxiety,Anxiety
17.75,year ending,January 2012 - December 2012,E92000001,England,fair,Fair,anxiety,Anxiety
20.96,year ending,January 2012 - December 2012,E92000001,England,poor,Poor,anxiety,Anxiety
39.14,year ending,January 2012 - December 2012,W92000004,Wales,very-good,Very good,anxiety,Anxiety
21.81,year ending,January 2012 - December 2012,W92000004,Wales,good,Good,anxiety,Anxiety
17.89,year ending,January 2012 - December 2012,W92000004,Wales,fair,Fair,anxiety,Anxiety
21.16,year ending,January 2012 - December 2012,W92000004,Wales,poor,Poor,anxiety,Anxiety
39.85,year ending,January 2012 - December 2012,S92000003,Scotland,very-good,Very good,anxiety,Anxiety
22.45,year ending,January 2012 - December 2012,S92000003,Scotland,good,Good,anxiety,Anxiety
17.3,year ending,January 2012 - December 2012,S92000003,Scotland,fair,Fair,anxiety,Anxiety
20.4,year ending,January 2012 - December 2012,S92000003,Scotland,poor,Poor,anxiety,Anxiety
37.28,year ending,January 2012 - December 2012,N92000002,Northern Ireland,very-good,Very good,anxiety,Anxiety
27.17,year ending,January 2012 - December 2012,N92000002,Northern Ireland,good,Good,anxiety,Anxiety
15.73,year ending,January 2012 - December 2012,N92000002,Northern Ireland,fair,Fair,anxiety,Anxiety
19.81,year ending,January 2012 - December 2012,N92000002,Northern Ireland,poor,Poor,anxiety,Anxiety
3.04,year ending,April 2012 - March 2013,E92000001,England,mean-average,Mean Average,anxiety,Anxiety
3.02,year ending,April 2012 - March 2013,W92000004,Wales,mean-average,Mean Average,anxiety,Anxiety
2.93,year ending,April 2012 - March 2013,S92000003,Scotland,mean-average,Mean Average,anxiety,Anxiety
3.0,year ending,April 2012 - March 2013,N92000002,Northern Ireland,mean-average,Mean Average,anxiety,Anxiety
37.82,year ending,April 2012 - March 2013,E92000001,England,very-good,Very good,anxiety,Anxiety
23.55,year ending,April 2012 - March 2013,E92000001,England,good,Good,anxiety,Anxiety
17.66,year ending,April 2012 - March 2013,E92000001,England,fair,Fair,anxiety,Anxiety
20.97,year ending,April 2012 - March 2013,E92000001,England,poor,Poor,anxiety,Anxiety
38.88,year ending,April 2012 - March 2013,W92000004,Wales,very-good,Very good,anxiety,Anxiety
22.32,year ending,April 2012 - March 2013,W92000004,Wales,good,Good,anxiety,Anxiety
18.02,year ending,April 2012 - March 2013,W92000004,Wales,fair,Fair,anxiety,Anxiety
20.78,year ending,April 2012 - March 2013,W92000004,Wales,poor,Poor,anxiety,Anxiety
40.22,year ending,April 2012 - March 2013,S92000003,Scotland,very-good,Very good,anxiety,Anxiety
22.43,year ending,April 2012 - March 2013,S92000003,Scotland,good,Good,anxiety,Anxiety
17.28,year ending,April 2012 - March 2013,S92000003,Scotland,fair,Fair,anxiety,Anxiety
20.07,year ending,April 2012 - March 2013,S92000003,Scotland,poor,Poor,anxiety,Anxiety
38.49,year ending,April 2012 - March 2013,N92000002,Northern Ireland,very-good,Very good,anxiety,Anxiety
26.7,year ending,April 2012 - March 2013,N92000002,Northern Ireland,good,Good,anxiety,Anxiety
15.3,year ending,April 2012 - March 2013,N92000002,Northern Ireland,fair,Fair,anxiety,Anxiety
19.5,year ending,April 2012 - March 2013,N92000002,Northern Ireland,poor,Poor,anxiety,Anxiety
3.01,year ending,July 2012 - June 2013,E92000001,England,mean-average,Mean Average,anxiety,Anxiety
3.0,year ending,July 2012 - June 2013,W92000004,Wales,mean-average,Mean Average,anxiety,Anxiety
2.93,year ending,July 2012 - June 2013,S92000003,Scotland,mean-average,Mean Average,anxiety,Anxiety
2.89,year ending,July 2012 - June 2013,N92000002,Northern Ireland,mean-average,Mean Average,anxiety,Anxiety
38.19,year ending,July 2012 - June 2013,E92000001,England,very-good,Very good,anxiety,Anxiety
23.63,year ending,July 2012 - June 2013,E92000001,England,good,Good,anxiety,Anxiety
17.57,year ending,July 2012 - June 2013,E92000001,England,fair,Fair,anxiety,Anxiety
20.62,year ending,July 2012 - June 2013,E92000001,England,poor,Poor,anxiety,Anxiety
39.38,year ending,July 2012 - June 2013,W92000004,Wales,very-good,Very good,anxiety,Anxiety
22.27,year ending,July 2012 - June 2013,W92000004,Wales,good,Good,anxiety,Anxiety
17.44,year ending,July 2012 - June 2013,W92000004,Wales,fair,Fair,anxiety,Anxiety
20.92,year ending,July 2012 - June 2013,W92000004,Wales,poor,Poor,anxiety,Anxiety
40.29,year ending,July 2012 - June 2013,S92000003,Scotland,very-good,Very good,anxiety,Anxiety
22.18,year ending,July 2012 - June 2013,S92000003,Scotland,good,Good,anxiety,Anxiety
17.61,year ending,July 2012 - June 2013,S92000003,Scotland,fair,Fair,anxiety,Anxiety
19.91,year ending,July 2012 - June 2013,S92000003,Scotland,poor,Poor,anxiety,Anxiety
40.0,year ending,July 2012 - June 2013,N92000002,Northern Ireland,very-good,Very good,anxiety,Anxiety
27.53,year ending,July 2012 - June 2013,N92000002,Northern Ireland,good,Good,anxiety,Anxiety
13.63,year ending,July 2012 - June 2013,N92000002,Northern Ireland,fair,Fair,anxiety,Anxiety
18.85,year ending,July 2012 - June 2013,N92000002,Northern Ireland,poor,Poor,anxiety,Anxiety
2.97,year ending,October 2012 - September 2013,E92000001,England,mean-average,Mean Average,anxiety,Anxiety
2.95,year ending,October 2012 - September 2013,W92000004,Wales,mean-average,Mean Average,anxiety,Anxiety
2.91,year ending,October 2012 - September 2013,S92000003,Scotland,mean-average,Mean Average,anxiety,Anxiety
2.92,year ending,October 2012 - September 2013,N92000002,Northern Ireland,mean-average,Mean Average,anxiety,Anxiety
38.78,year ending,October 2012 - September 2013,E92000001,England,very-good,Very good,anxiety,Anxiety
23.81,year ending,October 2012 - September 2013,E92000001,England,good,Good,anxiety,Anxiety
17.23,year ending,October 2012 - September 2013,E92000001,England,fair,Fair,anxiety,Anxiety
20.18,year ending,October 2012 - September 2013,E92000001,England,poor,Poor,anxiety,Anxiety
40.6,year ending,October 2012 - September 2013,W92000004,Wales,very-good,Very good,anxiety,Anxiety
21.95,year ending,October 2012 - September 2013,W92000004,Wales,good,Good,anxiety,Anxiety
16.69,year ending,October 2012 - September 2013,W92000004,Wales,fair,Fair,anxiety,Anxiety
20.76,year ending,October 2012 - September 2013,W92000004,Wales,poor,Poor,anxiety,Anxiety
40.51,year ending,October 2012 - September 2013,S92000003,Scotland,very-good,Very good,anxiety,Anxiety
22.58,year ending,October 2012 - September 2013,S92000003,Scotland,good,Good,anxiety,Anxiety
16.96,year ending,October 2012 - September 2013,S92000003,Scotland,fair,Fair,anxiety,Anxiety
19.95,year ending,October 2012 - September 2013,S92000003,Scotland,poor,Poor,anxiety,Anxiety
40.13,year ending,October 2012 - September 2013,N92000002,Northern Ireland,very-good,Very good,anxiety,Anxiety
26.89,year ending,October 2012 - September 2013,N92000002,Northern Ireland,good,Good,anxiety,Anxiety
13.85,year ending,October 2012 - September 2013,N92000002,Northern Ireland,fair,Fair,anxiety,Anxiety
19.13,year ending,October 2012 - September 2013,N92000002,Northern Ireland,poor,Poor,anxiety,Anxiety
2.95,year ending,January 2013 - December 2013,E92000001,England,mean-average,Mean Average,anxiety,Anxiety
2.95,year ending,January 2013 - December 2013,W92000004,Wales,mean-average,Mean Average,anxiety,Anxiety
2.91,year ending,January 2013 - December 2013,S92000003,Scotland,mean-average,Mean Average,anxiety,Anxiety
2.9,year ending,January 2013 - December 2013,N92000002,Northern Ireland,mean-average,Mean Average,anxiety,Anxiety
38.98,year ending,January 2013 - December 2013,E92000001,England,very-good,Very good,anxiety,Anxiety
23.85,year ending,January 2013 - December 2013,E92000001,England,good,Good,anxiety,Anxiety
17.08,year ending,January 2013 - December 2013,E92000001,England,fair,Fair,anxiety,Anxiety
20.09,year ending,January 2013 - December 2013,E92000001,England,poor,Poor,anxiety,Anxiety
40.38,year ending,January 2013 - December 2013,W92000004,Wales,very-good,Very good,anxiety,Anxiety
22.02,year ending,January 2013 - December 2013,W92000004,Wales,good,Good,anxiety,Anxiety
16.71,year ending,January 2013 - December 2013,W92000004,Wales,fair,Fair,anxiety,Anxiety
20.89,year ending,January 2013 - December 2013,W92000004,Wales,poor,Poor,anxiety,Anxiety
40.63,year ending,January 2013 - December 2013,S92000003,Scotland,very-good,Very good,anxiety,Anxiety
22.77,year ending,January 2013 - December 2013,S92000003,Scotland,good,Good,anxiety,Anxiety
16.65,year ending,January 2013 - December 2013,S92000003,Scotland,fair,Fair,anxiety,Anxiety
19.96,year ending,January 2013 - December 2013,S92000003,Scotland,poor,Poor,anxiety,Anxiety
40.09,year ending,January 2013 - December 2013,N92000002,Northern Ireland,very-good,Very good,anxiety,Anxiety
27.09,year ending,January 2013 - December 2013,N92000002,Northern Ireland,good,Good,anxiety,Anxiety
14.58,year ending,January 2013 - December 2013,N92000002,Northern Ireland,fair,Fair,anxiety,Anxiety
18.24,year ending,January 2013 - December 2013,N92000002,Northern Ireland,poor,Poor,anxiety,Anxiety
2.93,year ending,April 2013 - March 2014,E92000001,England,mean-average,Mean Average,anxiety,Anxiety
2.97,year ending,April 2013 - March 2014,W92000004,Wales,mean-average,Mean Average,anxiety,Anxiety
2.89,year ending,April 2013 - March 2014,S92000003,Scotland,mean-average,Mean Average,anxiety,Anxiety
2.84,year ending,April 2013 - March 2014,N92000002,Northern Ireland,mean-average,Mean Average,anxiety,Anxiety
39.38,year ending,April 2013 - March 2014,E92000001,England,very-good,Very good,anxiety,Anxiety
23.84,year ending,April 2013 - March 2014,E92000001,England,good,Good,anxiety,Anxiety
16.82,year ending,April 2013 - March 2014,E92000001,England,fair,Fair,anxiety,Anxiety
19.96,year ending,April 2013 - March 2014,E92000001,England,poor,Poor,anxiety,Anxiety
39.94,year ending,April 2013 - March 2014,W92000004,Wales,very-good,Very good,anxiety,Anxiety
22.3,year ending,April 2013 - March 2014,W92000004,Wales,good,Good,anxiety,Anxiety
16.73,year ending,April 2013 - March 2014,W92000004,Wales,fair,Fair,anxiety,Anxiety
21.03,year ending,April 2013 - March 2014,W92000004,Wales,poor,Poor,anxiety,Anxiety
40.91,year ending,April 2013 - March 2014,S92000003,Scotland,very-good,Very good,anxiety,Anxiety
22.61,year ending,April 2013 - March 2014,S92000003,Scotland,good,Good,anxiety,Anxiety
16.6,year ending,April 2013 - March 2014,S92000003,Scotland,fair,Fair,anxiety,Anxiety
19.88,year ending,April 2013 - March 2014,S92000003,Scotland,poor,Poor,anxiety,Anxiety
40.64,year ending,April 2013 - March 2014,N92000002,Northern Ireland,very-good,Very good,anxiety,Anxiety
27.15,year ending,April 2013 - March 2014,N92000002,Northern Ireland,good,Good,anxiety,Anxiety
14.84,year ending,April 2013 - March 2014,N92000002,Northern Ireland,fair,Fair,anxiety,Anxiety
17.37,year ending,April 2013 - March 2014,N92000002,Northern Ireland,poor,Poor,anxiety,Anxiety
2.91,year ending,July 2013 - June 2014,E92000001,England,mean-average,Mean Average,anxiety,Anxiety
2.96,year ending,July 2013 - June 2014,W92000004,Wales,mean-average,Mean Average,anxiety,Anxiety
2.85,year ending,July 2013 - June 2014,S92000003,Scotland,mean-average,Mean Average,anxiety,Anxiety
2.85,year ending,July 2013 - June 2014,N92000002,Northern Ireland,mean-average,Mean Average,anxiety,Anxiety
39.82,year ending,July 2013 - June 2014,E92000001,England,very-good,Very good,anxiety,Anxiety
23.61,year ending,July 2013 - June 2014,E92000001,England,good,Good,anxiety,Anxiety
16.65,year ending,July 2013 - June 2014,E92000001,England,fair,Fair,anxiety,Anxiety
19.92,year ending,July 2013 - June 2014,E92000001,England,poor,Poor,anxiety,Anxiety
40.18,year ending,July 2013 - June 2014,W92000004,Wales,very-good,Very good,anxiety,Anxiety
22.31,year ending,July 2013 - June 2014,W92000004,Wales,good,Good,anxiety,Anxiety
16.48,year ending,July 2013 - June 2014,W92000004,Wales,fair,Fair,anxiety,Anxiety
21.03,year ending,July 2013 - June 2014,W92000004,Wales,poor,Poor,anxiety,Anxiety
41.6,year ending,July 2013 - June 2014,S92000003,Scotland,very-good,Very good,anxiety,Anxiety
22.84,year ending,July 2013 - June 2014,S92000003,Scotland,good,Good,anxiety,Anxiety
15.81,year ending,July 2013 - June 2014,S92000003,Scotland,fair,Fair,anxiety,Anxiety
19.75,year ending,July 2013 - June 2014,S92000003,Scotland,poor,Poor,anxiety,Anxiety
39.33,year ending,July 2013 - June 2014,N92000002,Northern Ireland,very-good,Very good,anxiety,Anxiety
27.66,year ending,July 2013 - June 2014,N92000002,Northern Ireland,good,Good,anxiety,Anxiety
16.09,year ending,July 2013 - June 2014,N92000002,Northern Ireland,fair,Fair,anxiety,Anxiety
16.92,year ending,July 2013 - June 2014,N92000002,Northern Ireland,poor,Poor,anxiety,Anxiety
2.92,year ending,October 2013 - September 2014,E92000001,England,mean-average,Mean Average,anxiety,Anxiety
2.97,year ending,October 2013 - September 2014,W92000004,Wales,mean-average,Mean Average,anxiety,Anxiety
2.85,year ending,October 2013 - September 2014,S92000003,Scotland,mean-average,Mean Average,anxiety,Anxiety
2.82,year ending,October 2013 - September 2014,N92000002,Northern Ireland,mean-average,Mean Average,anxiety,Anxiety
39.83,year ending,October 2013 - September 2014,E92000001,England,very-good,Very good,anxiety,Anxiety
23.44,year ending,October 2013 - September 2014,E92000001,England,good,Good,anxiety,Anxiety
16.68,year ending,October 2013 - September 2014,E92000001,England,fair,Fair,anxiety,Anxiety
20.05,year ending,October 2013 - September 2014,E92000001,England,poor,Poor,anxiety,Anxiety
39.76,year ending,October 2013 - September 2014,W92000004,Wales,very-good,Very good,anxiety,Anxiety
22.46,year ending,October 2013 - September 2014,W92000004,Wales,good,Good,anxiety,Anxiety
16.78,year ending,October 2013 - September 2014,W92000004,Wales,fair,Fair,anxiety,Anxiety
21.0,year ending,October 2013 - September 2014,W92000004,Wales,poor,Poor,anxiety,Anxiety
41.65,year ending,October 2013 - September 2014,S92000003,Scotland,very-good,Very good,anxiety,Anxiety
22.67,year ending,October 2013 - September 2014,S92000003,Scotland,good,Good,anxiety,Anxiety
15.95,year ending,October 2013 - September 2014,S92000003,Scotland,fair,Fair,anxiety,Anxiety
19.73,year ending,October 2013 - September 2014,S92000003,Scotland,poor,Poor,anxiety,Anxiety
39.45,year ending,October 2013 - September 2014,N92000002,Northern Ireland,very-good,Very good,anxiety,Anxiety
27.78,year ending,October 2013 - September 2014,N92000002,Northern Ireland,good,Good,anxiety,Anxiety
16.24,year ending,October 2013 - September 2014,N92000002,Northern Ireland,fair,Fair,anxiety,Anxiety
16.53,year ending,October 2013 - September 2014,N92000002,Northern Ireland,poor,Poor,anxiety,Anxiety
2.89,year ending,January 2014 - December 2014,E92000001,England,mean-average,Mean Average,anxiety,Anxiety
2.96,year ending,January 2014 - December 2014,W92000004,Wales,mean-average,Mean Average,anxiety,Anxiety
2.82,year ending,January 2014 - December 2014,S92000003,Scotland,mean-average,Mean Average,anxiety,Anxiety
2.78,year ending,January 2014 - December 2014,N92000002,Northern Ireland,mean-average,Mean Average,anxiety,Anxiety
40.36,year ending,January 2014 - December 2014,E92000001,England,very-good,Very good,anxiety,Anxiety
23.24,year ending,January 2014 - December 2014,E92000001,England,good,Good,anxiety,Anxiety
16.67,year ending,January 2014 - December 2014,E92000001,England,fair,Fair,anxiety,Anxiety
19.73,year ending,January 2014 - December 2014,E92000001,England,poor,Poor,anxiety,Anxiety
40.06,year ending,January 2014 - December 2014,W92000004,Wales,very-good,Very good,anxiety,Anxiety
22.31,year ending,January 2014 - December 2014,W92000004,Wales,good,Good,anxiety,Anxiety
16.92,year ending,January 2014 - December 2014,W92000004,Wales,fair,Fair,anxiety,Anxiety
20.71,year ending,January 2014 - December 2014,W92000004,Wales,poor,Poor,anxiety,Anxiety
41.89,year ending,January 2014 - December 2014,S92000003,Scotland,very-good,Very good,anxiety,Anxiety
22.92,year ending,January 2014 - December 2014,S92000003,Scotland,good,Good,anxiety,Anxiety
15.78,year ending,January 2014 - December 2014,S92000003,Scotland,fair,Fair,anxiety,Anxiety
19.41,year ending,January 2014 - December 2014,S92000003,Scotland,poor,Poor,anxiety,Anxiety
40.86,year ending,January 2014 - December 2014,N92000002,Northern Ireland,very-good,Very good,anxiety,Anxiety
26.43,year ending,January 2014 - December 2014,N92000002,Northern Ireland,good,Good,anxiety,Anxiety
15.9,year ending,January 2014 - December 2014,N92000002,Northern Ireland,fair,Fair,anxiety,Anxiety
16.81,year ending,January 2014 - December 2014,N92000002,Northern Ireland,poor,Poor,anxiety,Anxiety
2.86,year ending,April 2014 - March 2015,E92000001,England,mean-average,Mean Average,anxiety,Anxiety
2.93,year ending,April 2014 - March 2015,W92000004,Wales,mean-average,Mean Average,anxiety,Anxiety
2.83,year ending,April 2014 - March 2015,S92000003,Scotland,mean-average,Mean Average,anxiety,Anxiety
2.81,year ending,April 2014 - March 2015,N92000002,Northern Ireland,mean-average,Mean Average,anxiety,Anxiety
40.84,year ending,April 2014 - March 2015,E92000001,England,very-good,Very good,anxiety,Anxiety
